자료명,저자,출판사,출판년도,소장처
로그아웃에 도전한 우리의 겨울,수잔 모샤트 지음,민음인,2012,자료실
관계의 본심,클리포드 나스;코리나 옌 [공]지음;방영호 옮김,푸른숲,2011,자료실
하버드 정치경제학,천진;이재훈,글항아리,2012,자료실
민화에 홀리다,이기영 글;서공임 그림,효형출판,2010,자료실
만들어진 승리자들,볼프 슈나이더;박종대,을유문화사,2011,자료실
(인생이란 여행길에서 만난)철학우화,류콴홍 지음;플라톤철학연구소 감수;정세경 옮김,베이직북스,2012,자료실
뉴욕의 상뻬,장 자끄 상뻬;허지은,미메시스,2012,자료실
(반드시 알아야 할 50)위대한 정치,벤 뒤프레;이경희,지식갤러리(한국물가정보),2012,자료실
그날들,윌리 로니스;류재화,이봄(문학동네),2011,자료실
끝나지 않은 과학 이야기,마이클 모슬리;존 린치 지음;이미숙 옮김,시그마북스,2011,자료실
(자기진화를 위한)몰입의 재발견,미하이 칙센트미하이;김우열,한국경제신문,2009,자료실
공부에 미친 16인의 조선 선비들,이수광,해냄출판사,2012,자료실
청년 인생 공부,강신주[외] 지음,열림원,2012,자료실
나쁜 초콜릿,캐럴 오프;배현,알마,2011,자료실
티베르 기초 명상 수행,"갸툴 림포체, 도솔, B. 앨런 윌리스, 상계 칸도",청년사,2008,자료실
컬트가 되라,더글라스 홀트;더글라스 케머런,지식노마드,2012,자료실
곤충 마음 야생화 마음,정부희 지음,상상의 숲,2012,자료실
파인만의 물리학 강의. 2,리처드 파인만;로버트 레이턴,승산,2006,자료실
과학의 책,내셔널지오그래픽 편저;이창우.[등]역,지식갤러리,2010,자료실
지식의 책,내셔널지오그래픽;이창우,지식갤러리(한국물가정보),2011,2층 자료실
북극곰,노베르토 로징 사진·글;이순영 옮김,북극곰,2012,자료실
옥수수와 나. 36,김영하 ...[등]지음,문학사상,2012,자료실
경제 심리학,댄 애리얼리;김원호,청림출판,2011,자료실
보스의 탄생,"린다A. 힐,켄트 라인백 지음;방영호 옮김",seedpaper,2012,자료실
과학자처럼 사고하기,린 마굴리스;에두아르도 푼셋,이루,2012,자료실
"현대물리학, 시간과 우주의 비밀에 답하다",숀 캐럴;김영태,다른세상,2012,자료실
스무 살 영화관,강유정 지음,문학과지성사,2012,자료실
조선 여성의 일생,규장각한국학연구원 엮음,글항아리,2010,자료실
조선의 왕으로 살아가기. 1: 조선 왕실의 일상,심재우,돌베개,2011,자료실
미래의 도시,피터 홀;울리히 파이퍼,한울아카데미,2011,자료실
세상에서 가장 재미있는 세계사. 5: 바스티유에서 바그다드까지,래리 고닉 글·그림;이희재 옮김,궁리,2010,자료실
세상에서 가장 재미있는 세계사. 4: 콜럼버스에서 미국혁명까지,래리 고닉 글.그림;이희재 옮김,궁리,2007,자료실
세상에서 가장 재미있는 세계사. 3: 이슬람에서 르네상스까지,래리 고닉글 그림;이희재 옮김,궁리,2006,자료실
세상에서 가장 재미있는 세계사. 2: 중국의 여명에서 로마의 황혼까지,래리 고닉 글.그림;이희재 옮김,궁리,2006,자료실
세상에서 가장 재미있는 세계사. 1: 빅뱅에서 알렉산드로스 대왕까지,래리 고닉 글.그림;이희재 옮김,궁리,2006,자료실
(만화로 쉽게 배우는)양자역학,이시카와켄지;Hiiragi Yutaka,BM성안당,2012,자료실
불가능한 것의 가능성,인디고연구(Ink)기획,궁리출판,2012,자료실
"내 청춘, 시속370km",이송현,사계절,2011,자료실
아프리카에는 아프리카가 없다,윤상욱,시공사,2012,자료실
다윈 지능,최재천,사이언스 북스,2012,자료실
언더도그마,마이클 프렐 지음 ;박수민 옮김,지식갤러리,2012,자료실
"멈추면, 비로소 보이는 것들",혜민;우창헌,쌤앤파커스,2012,자료실
파페포포 기다려,심승현,홍익출판사,2012,자료실
수집 미학,박영택,마음산책,2012,자료실
"열일곱 살, 펑 터질 것 같은",멜리나 마체타 글;공경희 옮김,책그릇,2011,자료실
공항에서 일주일을,알랭 드 보통 지음;정영목옮김,청미래,2009,자료실
미술품 위조 사건,래니 샐리스베리;앨리 수조,소담출판사(태일소담),2012,자료실
완벽주의의 함정,클라우스 베를레;박규호,소담출판사,2012,자료실
"남겨진 역사, 잃어버린 건축물",조너선 글랜시;백자은,멘토르출판사,2011,자료실
셜록 홈즈,앤터니 호로비츠 지음;이은선 옮김,황금가지,2011,자료실
가족의 두 얼굴,최광현 지음,부키,2012,자료실
망고 한 조각,마리아투 카마라;수전 맥클리랜드 지음;위문숙 옮김,내인생의책,2010,자료실
스노우맨,요 네스뵈 지음;노진선 옮김,비채,2012,자료실
고려대학교 4·18의거 실록,고려대학교4·18의거실록편찬위원회,고려대학교출판부,2012,자료실
폐허의 도시,폴 오스터 [저],열린책들,2003,자료실
아틀란티스로 가는 푸른 길,제이 누스바움 [지음],북폴리오,2003,자료실
첫소설,마자린 팽조;우종길,문학동네,2002,자료실
재미나는 인생,성석제 지음,강,1997,자료실
DNA 구조의 발견과 왓슨.크릭,에드워드에델슨[지음];이한음[옮김],바다출판사,2002,자료실
냉정과 열정사이 : Rosso,에쿠니 가오리 [지음] ; 김난주 [옮김],소담,2003,자료실
시골무사 이성계,서권 지음,다산책방,2012,자료실
버리고 갈 것만 남아서 참 홀가분하다,박경리 글,마로니에북스,2008,자료실
마이너스 통장,박정식,황금필,2008,자료실
서니사이드 시드니,류수연;김홍기,시드페이퍼,2010,자료실
나무야 나무야,신영복,돌베개,1996,자료실
해리포터와 죽음의 성물. 7-2,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,2층 자료실
해리포터와 죽음의 성물. 7-3,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,2층 자료실
해리포터와 죽음의 성물. 7-4,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,2층 자료실
미쳐야 미친다,정민,푸른역사,2004,2층 자료실
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,민음사 전집
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,2층 자료실
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,2층 자료실
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,2층 자료실
(청소년을 위한)금오신화,이가원;허경진,서해문집,2007,2층 자료실
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,2층 자료실
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,2층 자료실
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,자료실
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,자료실
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,자료실
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,자료실
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,자료실
침묵의 봄,레이첼 카슨 [지음] ; 김은령 [옮김],에코리브르,2003,자료실
소설. 2: 소설,"우찬제,김미현 엮음",문학과지성사,2007,자료실
소설. 1: 소설,"조남현,홍정선 엮음",문학과지성사,2007,자료실
시,"최동호,신범순,정과리,이광호 엮음",문학과지성사,2007,자료실
낯선땅에 홀리다,김연수 지음,마음의숲,2011,자료실
너무 아름다운 병,함성호 지음,문학과 지성사,2005,자료실
눈앞에 없는 사람,심보선,문학과지성사,2011,자료실
다카페 일기,모리 유지;권남희,북스코프,2008,자료실
소울푸드,성석제;백영옥,청어람미디어,2011,자료실
부메랑,윤성희,중앙books(중앙일보(문예중앙)),2011,자료실
칼 (외),이승우 지음,중앙북스,2010,자료실
달로간 코미디언(외),김연수,중앙북스,2007,자료실
존재의 형식 (외),방현석,"중앙일보,문예중앙",2003,자료실
옛그림 속 우리 얼굴,이소영,낮은산,2009,자료실
개념미술,다니엘 마르조나 지음;김보라 옮김,마로니에북스,2007,자료실
폴 세잔,울리케 베크스 말로르니 지음;박미연 옮김,마로니에북스,2007,자료실
피테르 브뢰헬,로제 마리 하겐;라이너 하겐 지음;김영선 옮김,마로니에북스,2007,자료실
라파엘로,크리스토프 퇴네스 지음;이영주 옮김,마로니에북스,2007,자료실
히에로니무스 보스,월터 보싱 지음;김병화 옮김,마로니에북스,2007,자료실
피트 몬드리안,수잔네 다이허 지음;주은정 옮김,마로니에북스,2007,자료실
프란시스코 고야,로제-마리;라이너 하겐 지음;이민희 옮김,마로니에북스,2010,자료실
보테로,마리아나 한슈타인 지음;한성경 옮김,마로니에북스,2010,자료실
사실주의,케르스틴 슈트레멜 지음;정희정 옮김,마로니에북스,2008,자료실
인상주의,카린 H. 그림 지음;하지은 옮김,마로니에북스,2010,자료실
비디오 아트,실비아 마르틴 지음;안혜영 옮김,마로니에북스,2010,자료실
HR 기거,H. R. 기거 지음;김미리 옮김,마로니에북스,2010,자료실
폴 고갱,인고 발터,마로니에북스,2007,자료실
바실리 칸딘스키,하요 뒤히팅,마로니에북스,2007,자료실
르네 마그리트,마르셀 파케 지음,마로니에북스,2008,자료실
다다이즘,디트마 엘거 지음; 김금미 옮김,마로니에북스,2008,자료실
디에고 벨라스케스,노르베르트 볼프,마로니에북스,2008,자료실
루브르,뱅상 포마레드;에리히 레싱,시그마북스,2011,자료실
퓰리처상 사진,핼 부엘;박우정,현암사,2011,자료실
찾아라! 명화 속 숨은 그림,장세현 지음;오승민 일러스트레이션,낮은산,2011,자료실
살아있는 지리 교과서. 2: 인문지리-사람과 사람이 더불어 사는 세계,전국지리교사연합회,휴머니스트,2011,자료실
살아있는 지리 교과서. 1: 자연지리-사람과 자연의 조화로운 공존,전국지리교사연합회,휴머니스트,2011,자료실
신신,마르크 앙투안 마티외;김지희,휴머니스트,2011,자료실
(상식으로 꼭 알아야 할)세계 지도 지리 이야기,디딤;서영철,삼양미디어,2011,자료실
나는 한 마리 개미,저우쭝웨이;주잉춘,펜타그램,2011,자료실
헤겔의 체계.1. 088: 체계의 발전과 논리학,비토리오 회슬레;권대중 옮김,한길사,2007,자료실
서양건축사. 1: 땅과 인간,임석재 지음,북하우스,2007,자료실
칼로리 플래닛,피터 멘젤;페이스 달뤼시오,윌북,2011,자료실
학문과 예술에 대하여 외. 092,장 자크 루소;김중현,한길사,2007,자료실
죽음에 이르는 병,쇠렌 키르케고르 지음;임규정 옮김,한길사,2007,자료실
거대한 전환,칼 폴라니;홍기빈,길,2009,자료실
아주 가벼운 깃털 하나,공지영[지음],한겨레출판,2009,자료실
주제와 변주. 1,인디고서원[엮음],궁리,2006,자료실
중국의 역사,가와카쓰요시오 지음;임대희 옮김,혜안,2004,자료실
안나리사의 온넬라,안나리사,시드페이퍼,2011,자료실
생각지도 못한 생각지도,유영만,위너스북,2011,자료실
기인과 협객,박희병;정길수 편역,돌베개,2010,자료실
지금 이 순간을 살아라,에크하르트 톨레;노혜숙,양문,2008,자료실
세상을 바꾸는 천개의 직업,박원순;권오환,문학동네,2011,자료실
"청소년, 코끼리에 맞서다",나탈리 르비살;배영란,한울림,2011,자료실
한 권의 책,최성일 지음,연암서가,2011,자료실
왓칭,김상운,정신세계사,2011,자료실
울고 싶어도 내 인생이니까,백정미 지음,함께BOOK,2011,자료실
렘브란트의 웃음,문광훈 지음,한길사,2010,자료실
"바람이 분다, 가라",한강 지음,문학과지성사,2010,자료실
서울대 리더십 강의,김광웅,21세기북스(북이십일),2011,자료실
화해,틱낫한;진우기,불광출판사,2011,자료실
춘주좌전 Ⅲ. 076,좌구명 [지음];신동준 [옮김],한길,2006,자료실
나의 아름다운 정원,심윤경,한겨례신문사,2002,자료실
한국인의 심리코드,황상민,추수밭,2011,자료실
지금 외롭다면 잘되고 있는 것이다,한상복,위즈덤하우스,2011,자료실
철학의 시대,강신주 지음,사계절,2011,자료실
철학적 시 읽기의 괴로움,강신주,동녘,2011,자료실
잠자기 전 30분 독서,최효찬,위즈덤하우스,2011,자료실
평생 갈 내 사람을 남겨라,이주형 지음,비즈니스북스,2011,자료실
어떻게 원하는 것을 얻는가,스튜어트 다이아몬드;김태훈,S.O(세계사),2011,자료실
디자인과 진실,로버트 그루딘 지음;제현주 옮김,북돋움,2011,자료실
명화의 거짓말,니카노교코 지음; 이연식 옮김,북폴리오,2011,자료실
"다, 그림이다",손철주;이주은 지음,이봄(문학동네),2011,자료실
마음 치유 여행,수전 앤더슨;안인희,북하우스 퍼블리셔스,2009,자료실
난설헌,최문희,다산책방,2011,자료실
네가 누구든 얼마나 외롭든,김연수,문학동네,2007,자료실
불량한 주스 가게,유하순외 지음,푸른책들,2011,자료실
책은 도끼다,박웅현 지음,북하우스,2011,자료실
리투아니아 여인,이문열,민음사,2011,자료실
행복한 논어 읽기,양병무,21세기북스(북이십일),2009,자료실
"감히, 아름다움",최재천 엮음,이음,2011,자료실
"몇 번이라도 좋다 이 지독한 삶이여, 다시",도다세이지 지음;김해용 옮김,황매,2006,자료실
(천체물리학자 위베르)할아버지가 들려주는 우주 이야기,위베르 리브;강미란,열림원,2011,자료실
그대 언제 이 숲에 오시렵니까,도종환,좋은생각(비전하우스),2008,자료실
